epoch,step,test_mae,test_mae_Temperature,train_mae,val_mae,val_mae_Temperature
0,49,,,13.005584716796875,,
0,99,,,6.1751604080200195,,
0,149,,,5.364997863769531,,
0,199,,,4.897685527801514,,
0,249,,,4.826079368591309,,
0,299,,,4.87088680267334,,
0,349,,,4.841245651245117,,
0,399,,,4.309680461883545,,
0,449,,,5.491396903991699,,
0,499,,,4.992405891418457,,
0,526,,,,4.885875225067139,4.885875225067139
1,549,,,5.03643798828125,,
1,599,,,5.118817329406738,,
1,649,,,5.219642162322998,,
1,699,,,4.928487300872803,,
1,749,,,4.6638593673706055,,
1,799,,,4.942975044250488,,
1,849,,,4.552163600921631,,
1,899,,,5.096324920654297,,
1,949,,,4.317558288574219,,
1,999,,,4.861688137054443,,
1,1049,,,4.255558013916016,,
1,1053,,,,4.342218399047852,4.342218399047852
2,1099,,,4.830039024353027,,
2,1149,,,4.649660587310791,,
2,1199,,,4.485644817352295,,
2,1249,,,4.2757720947265625,,
2,1299,,,4.2082743644714355,,
2,1349,,,4.149248123168945,,
2,1399,,,4.688715934753418,,
2,1449,,,4.625388145446777,,
2,1499,,,4.62504768371582,,
2,1549,,,4.128578186035156,,
2,1580,,,,4.212831974029541,4.212831974029541
3,1599,,,4.73826789855957,,
3,1649,,,4.309256553649902,,
3,1699,,,4.191903114318848,,
3,1749,,,4.4637556076049805,,
3,1799,,,4.123832702636719,,
3,1849,,,4.693409442901611,,
3,1899,,,4.418626308441162,,
3,1949,,,4.082775592803955,,
3,1999,,,4.1992902755737305,,
3,2049,,,4.306800842285156,,
3,2099,,,3.9226322174072266,,
3,2107,,,,4.196181774139404,4.196181774139404
4,2149,,,4.386368751525879,,
4,2199,,,4.2239508628845215,,
4,2249,,,4.107419013977051,,
4,2299,,,4.275288105010986,,
4,2349,,,4.467036247253418,,
4,2399,,,4.399184226989746,,
4,2449,,,4.287928581237793,,
4,2499,,,4.474328517913818,,
4,2549,,,4.440777778625488,,
4,2599,,,4.1615071296691895,,
4,2634,,,,4.15394401550293,4.15394401550293
5,2649,,,3.9373598098754883,,
5,2699,,,3.8656134605407715,,
5,2749,,,4.075728416442871,,
5,2799,,,4.1559529304504395,,
5,2849,,,4.347646713256836,,
5,2899,,,4.0630412101745605,,
5,2949,,,3.9329023361206055,,
5,2999,,,3.900951862335205,,
5,3049,,,4.210058689117432,,
5,3099,,,4.176412105560303,,
5,3149,,,4.174230098724365,,
5,3161,,,,4.10908842086792,4.10908842086792
6,3199,,,3.7387404441833496,,
6,3249,,,4.139651298522949,,
6,3299,,,4.449877738952637,,
6,3349,,,4.053760528564453,,
6,3399,,,3.8643503189086914,,
6,3449,,,4.762363910675049,,
6,3499,,,4.124047756195068,,
6,3549,,,3.9245643615722656,,
6,3599,,,4.444789886474609,,
6,3649,,,4.355246543884277,,
6,3688,,,,4.116407871246338,4.116407871246338
7,3699,,,4.230418682098389,,
7,3749,,,4.00447416305542,,
7,3799,,,4.233517646789551,,
7,3849,,,4.190713882446289,,
7,3899,,,4.114058494567871,,
7,3949,,,4.072129726409912,,
7,3999,,,4.301529884338379,,
7,4049,,,3.7400670051574707,,
7,4099,,,4.334802627563477,,
7,4149,,,4.180759906768799,,
7,4199,,,4.502438545227051,,
7,4215,,,,4.054363250732422,4.054363250732422
8,4249,,,4.199719429016113,,
8,4299,,,4.093043804168701,,
8,4349,,,3.7732973098754883,,
8,4399,,,4.154364585876465,,
8,4449,,,3.8490817546844482,,
8,4499,,,4.129979133605957,,
8,4549,,,4.072351932525635,,
8,4599,,,4.179131507873535,,
8,4649,,,4.373077869415283,,
8,4699,,,4.168768882751465,,
8,4742,,,,4.097973823547363,4.097973823547363
9,4749,,,4.120578765869141,,
9,4799,,,3.9428601264953613,,
9,4849,,,4.392895698547363,,
9,4899,,,3.8349056243896484,,
9,4949,,,3.990135431289673,,
9,4999,,,4.077499866485596,,
9,5049,,,4.053587913513184,,
9,5099,,,4.202988624572754,,
9,5149,,,3.9021925926208496,,
9,5199,,,4.223321914672852,,
9,5249,,,4.048149108886719,,
9,5269,,,,3.9949703216552734,3.9949703216552734
10,5299,,,4.34034538269043,,
10,5349,,,3.6885135173797607,,
10,5399,,,4.197450637817383,,
10,5449,,,4.319604873657227,,
10,5499,,,4.112646579742432,,
10,5549,,,4.16855525970459,,
10,5599,,,4.263449192047119,,
10,5649,,,3.7651610374450684,,
10,5699,,,4.20755672454834,,
10,5749,,,3.973787784576416,,
10,5796,,,,3.977252960205078,3.977252960205078
11,5799,,,3.786590576171875,,
11,5849,,,3.7480478286743164,,
11,5899,,,4.205569267272949,,
