epoch,step,test_mae,test_mae_Temperature,train_mae,val_mae,val_mae_Temperature
0,49,,,13.071537017822266,,
0,99,,,4.3878607749938965,,
0,149,,,4.493459701538086,,
0,199,,,3.96126127243042,,
0,249,,,3.639521837234497,,
0,299,,,3.6695666313171387,,
0,349,,,3.4811019897460938,,
0,399,,,3.755476474761963,,
0,449,,,3.7659473419189453,,
0,499,,,3.422945499420166,,
0,514,,,,15.984773635864258,15.984773635864258
1,549,,,3.653165340423584,,
1,599,,,3.473813533782959,,
1,649,,,3.533755302429199,,
1,699,,,3.467411994934082,,
1,749,,,3.430652141571045,,
1,799,,,3.683527946472168,,
1,849,,,3.5164437294006348,,
1,899,,,3.7118215560913086,,
1,949,,,3.171929121017456,,
1,999,,,3.177318572998047,,
1,1029,,,,4.193146228790283,4.193146228790283
2,1049,,,3.3881616592407227,,
2,1099,,,3.5055363178253174,,
2,1149,,,2.851605176925659,,
2,1199,,,2.923083782196045,,
2,1249,,,3.174854278564453,,
2,1299,,,3.3704135417938232,,
2,1349,,,3.622535467147827,,
2,1399,,,2.887488603591919,,
2,1449,,,3.2864561080932617,,
2,1499,,,3.062002658843994,,
2,1544,,,,9.609886169433594,9.609886169433594
3,1549,,,3.560072660446167,,
3,1599,,,3.3161840438842773,,
3,1649,,,3.171701669692993,,
3,1699,,,2.9914779663085938,,
3,1749,,,3.3325088024139404,,
3,1799,,,3.032646894454956,,
3,1849,,,3.2263989448547363,,
3,1899,,,2.8682138919830322,,
3,1949,,,3.062680721282959,,
3,1999,,,3.215348720550537,,
3,2049,,,3.2275142669677734,,
3,2059,,,,5.753876209259033,5.753876209259033
4,2099,,,3.382199764251709,,
4,2149,,,3.0508317947387695,,
4,2199,,,3.1170482635498047,,
4,2249,,,2.721834421157837,,
4,2299,,,3.012007474899292,,
4,2349,,,2.975802421569824,,
4,2399,,,3.0559356212615967,,
4,2449,,,3.1662158966064453,,
4,2499,,,3.0271713733673096,,
4,2549,,,2.7825403213500977,,
4,2574,,,,5.29298210144043,5.29298210144043
5,2599,,,2.7601613998413086,,
5,2649,,,3.2902188301086426,,
5,2699,,,2.4667551517486572,,
5,2749,,,3.1003293991088867,,
