epoch,step,test_mse,test_mse_Temperature,train_mse,val_mse,val_mse_Temperature
0,49,,,53.77244567871094,,
0,99,,,42.894378662109375,,
0,149,,,45.491615295410156,,
0,199,,,35.91021728515625,,
0,249,,,48.33261489868164,,
0,299,,,37.754493713378906,,
0,349,,,37.67394256591797,,
0,399,,,38.73902893066406,,
0,449,,,40.920372009277344,,
0,499,,,30.246112823486328,,
0,526,,,,32.836612701416016,32.836612701416016
1,549,,,31.958797454833984,,
1,599,,,29.92508888244629,,
1,649,,,30.969938278198242,,
1,699,,,34.4657096862793,,
1,749,,,37.43653869628906,,
1,799,,,28.082408905029297,,
1,849,,,30.400325775146484,,
1,899,,,30.278898239135742,,
1,949,,,29.17571258544922,,
1,999,,,24.297283172607422,,
1,1049,,,33.240745544433594,,
1,1053,,,,29.35767936706543,29.35767936706543
2,1099,,,27.848186492919922,,
2,1149,,,30.178524017333984,,
2,1199,,,28.349212646484375,,
2,1249,,,34.11973571777344,,
2,1299,,,26.964588165283203,,
2,1349,,,30.831491470336914,,
2,1399,,,26.0013427734375,,
2,1449,,,27.473146438598633,,
2,1499,,,27.10729217529297,,
2,1549,,,27.87839126586914,,
2,1580,,,,26.832523345947266,26.832523345947266
3,1599,,,27.256038665771484,,
3,1649,,,27.081253051757812,,
3,1699,,,29.725698471069336,,
3,1749,,,27.299015045166016,,
3,1799,,,28.364276885986328,,
3,1849,,,24.492769241333008,,
3,1899,,,27.496414184570312,,
3,1949,,,24.493982315063477,,
3,1999,,,24.90860939025879,,
3,2049,,,27.270811080932617,,
3,2099,,,29.462373733520508,,
3,2107,,,,24.729454040527344,24.729454040527344
4,2149,,,24.076587677001953,,
4,2199,,,22.291038513183594,,
4,2249,,,30.96497917175293,,
4,2299,,,28.069541931152344,,
4,2349,,,27.44460105895996,,
4,2399,,,20.926616668701172,,
4,2449,,,26.603843688964844,,
4,2499,,,25.86078643798828,,
4,2549,,,28.945341110229492,,
4,2599,,,25.883235931396484,,
4,2634,,,,23.836231231689453,23.836231231689453
5,2649,,,27.564044952392578,,
5,2699,,,26.885530471801758,,
5,2749,,,24.23845863342285,,
5,2799,,,23.849319458007812,,
5,2849,,,25.079971313476562,,
5,2899,,,20.411945343017578,,
5,2949,,,20.64928436279297,,
5,2999,,,24.21253776550293,,
5,3049,,,24.449403762817383,,
5,3099,,,23.13532257080078,,
5,3149,,,25.121719360351562,,
5,3161,,,,23.613990783691406,23.613990783691406
6,3199,,,23.51461410522461,,
6,3249,,,22.360015869140625,,
6,3299,,,25.07966423034668,,
6,3349,,,26.19895362854004,,
6,3399,,,23.924701690673828,,
6,3449,,,26.218257904052734,,
6,3499,,,24.444732666015625,,
6,3549,,,23.37281036376953,,
6,3599,,,23.505817413330078,,
6,3649,,,24.3723087310791,,
6,3688,,,,22.590282440185547,22.590282440185547
7,3699,,,20.91743278503418,,
7,3749,,,23.82522201538086,,
7,3799,,,25.119476318359375,,
7,3849,,,25.10789680480957,,
7,3899,,,19.46027946472168,,
7,3949,,,23.511014938354492,,
7,3999,,,21.055145263671875,,
7,4049,,,20.488475799560547,,
7,4099,,,20.69944953918457,,
7,4149,,,25.16086196899414,,
7,4199,,,23.896541595458984,,
7,4215,,,,23.106388092041016,23.106388092041016
8,4249,,,20.307477951049805,,
8,4299,,,17.278335571289062,,
8,4349,,,20.466522216796875,,
8,4399,,,22.193092346191406,,
8,4449,,,21.113143920898438,,
8,4499,,,22.006010055541992,,
8,4549,,,19.565826416015625,,
8,4599,,,24.083454132080078,,
8,4649,,,21.70478057861328,,
8,4699,,,22.339324951171875,,
8,4742,,,,22.54429054260254,22.54429054260254
9,4749,,,23.319263458251953,,
9,4799,,,22.507869720458984,,
9,4849,,,20.575937271118164,,
9,4899,,,24.507083892822266,,
9,4949,,,22.770862579345703,,
9,4999,,,24.510196685791016,,
9,5049,,,21.24228286743164,,
9,5099,,,25.447818756103516,,
9,5149,,,21.013471603393555,,
9,5199,,,24.747039794921875,,
9,5249,,,22.048583984375,,
9,5269,,,,23.064722061157227,23.064722061157227
10,5299,,,24.328161239624023,,
10,5349,,,19.19631004333496,,
10,5399,,,27.13046646118164,,
10,5449,,,20.477752685546875,,
10,5499,,,19.94861602783203,,
10,5549,,,23.660297393798828,,
10,5599,,,20.737327575683594,,
10,5649,,,21.654273986816406,,
10,5699,,,22.947246551513672,,
10,5749,,,24.041717529296875,,
10,5796,,,,22.451093673706055,22.451093673706055
11,5799,,,24.06084632873535,,
11,5849,,,21.838319778442383,,
11,5899,,,22.898900985717773,,
11,5949,,,20.824298858642578,,
11,5999,,,18.8963680267334,,
11,6049,,,20.033496856689453,,
11,6099,,,24.13901138305664,,
11,6149,,,21.962129592895508,,
11,6199,,,18.98821449279785,,
11,6249,,,19.659408569335938,,
11,6299,,,21.398853302001953,,
11,6323,,,,21.9271240234375,21.9271240234375
12,6349,,,20.295978546142578,,
12,6399,,,18.927309036254883,,
12,6449,,,24.38359260559082,,
12,6499,,,22.922683715820312,,
12,6549,,,21.715866088867188,,
12,6599,,,19.889068603515625,,
12,6649,,,20.072799682617188,,
12,6699,,,20.710996627807617,,
12,6749,,,18.351482391357422,,
12,6799,,,17.80925750732422,,
12,6849,,,19.52770233154297,,
12,6850,,,,24.166202545166016,24.166202545166016
13,6899,,,19.863113403320312,,
13,6949,,,21.3331298828125,,
13,6999,,,17.58983612060547,,
13,7049,,,22.833999633789062,,
13,7099,,,19.262048721313477,,
13,7149,,,20.765918731689453,,
13,7199,,,17.787752151489258,,
13,7249,,,23.826969146728516,,
13,7299,,,18.223285675048828,,
13,7349,,,18.63254165649414,,
13,7377,,,,22.5238037109375,22.5238037109375
14,7399,,,20.32958984375,,
14,7449,,,22.001480102539062,,
14,7499,,,22.23940086364746,,
14,7549,,,20.26264762878418,,
14,7599,,,19.501026153564453,,
14,7649,,,21.472774505615234,,
14,7699,,,24.128437042236328,,
14,7749,,,20.16899871826172,,
14,7799,,,22.101806640625,,
14,7849,,,17.090259552001953,,
14,7899,,,22.272350311279297,,
14,7904,,,,21.449159622192383,21.449159622192383
15,7949,,,22.941370010375977,,
15,7999,,,19.985994338989258,,
15,8049,,,21.189289093017578,,
15,8099,,,23.89229965209961,,
15,8149,,,21.792768478393555,,
15,8199,,,17.541698455810547,,
15,8249,,,23.846149444580078,,
15,8299,,,17.26310157775879,,
15,8349,,,22.19959831237793,,
15,8399,,,23.237520217895508,,
15,8431,,,,22.253862380981445,22.253862380981445
16,8449,,,19.483793258666992,,
16,8499,,,20.991710662841797,,
16,8549,,,21.643775939941406,,
16,8599,,,20.877071380615234,,
16,8649,,,21.009666442871094,,
16,8699,,,19.355253219604492,,
16,8749,,,20.667552947998047,,
16,8799,,,26.955183029174805,,
16,8849,,,22.99603271484375,,
16,8899,,,18.298290252685547,,
16,8949,,,15.64529037475586,,
16,8958,,,,21.126392364501953,21.126392364501953
17,8999,,,16.11371421813965,,
17,9049,,,23.05978775024414,,
17,9099,,,17.851972579956055,,
17,9149,,,20.9809627532959,,
17,9199,,,19.973983764648438,,
17,9249,,,17.270618438720703,,
17,9299,,,21.55870819091797,,
17,9349,,,19.83330726623535,,
17,9399,,,22.057580947875977,,
17,9449,,,19.827728271484375,,
17,9485,,,,21.75643539428711,21.75643539428711
18,9499,,,20.265336990356445,,
18,9549,,,24.146358489990234,,
18,9599,,,20.416240692138672,,
18,9649,,,19.695335388183594,,
18,9699,,,26.802810668945312,,
18,9749,,,16.556724548339844,,
