epoch,step,test_mse,test_mse_Temperature,train_mse,val_mse,val_mse_Temperature
0,49,,,49.98292541503906,,
0,99,,,42.407928466796875,,
0,149,,,44.3436393737793,,
0,199,,,40.67051696777344,,
0,249,,,38.210670471191406,,
0,299,,,35.845184326171875,,
0,349,,,33.92164611816406,,
0,399,,,29.46450424194336,,
0,449,,,42.23389434814453,,
0,499,,,31.13431167602539,,
0,526,,,,31.623254776000977,31.623254776000977
1,549,,,32.333255767822266,,
1,599,,,38.08529281616211,,
1,649,,,38.60752868652344,,
1,699,,,35.18568420410156,,
1,749,,,31.379993438720703,,
1,799,,,32.76854705810547,,
1,849,,,32.489280700683594,,
1,899,,,34.392127990722656,,
1,949,,,26.46612548828125,,
1,999,,,36.23324203491211,,
1,1049,,,29.375328063964844,,
1,1053,,,,28.07543182373047,28.07543182373047
2,1099,,,33.956520080566406,,
2,1149,,,32.77619171142578,,
2,1199,,,30.978336334228516,,
2,1249,,,29.018089294433594,,
2,1299,,,27.788471221923828,,
2,1349,,,27.85076332092285,,
2,1399,,,32.06356430053711,,
2,1449,,,31.821447372436523,,
2,1499,,,30.53691864013672,,
2,1549,,,25.095748901367188,,
2,1580,,,,26.661212921142578,26.661212921142578
3,1599,,,30.840951919555664,,
3,1649,,,27.00872802734375,,
3,1699,,,23.882976531982422,,
3,1749,,,28.96198272705078,,
3,1799,,,25.95401382446289,,
3,1849,,,29.540283203125,,
3,1899,,,32.72024917602539,,
3,1949,,,26.322649002075195,,
3,1999,,,26.084930419921875,,
3,2049,,,29.244407653808594,,
3,2099,,,21.23655128479004,,
3,2107,,,,24.842910766601562,24.842910766601562
4,2149,,,26.695816040039062,,
4,2199,,,23.093727111816406,,
4,2249,,,24.757766723632812,,
4,2299,,,27.49310874938965,,
4,2349,,,27.61958122253418,,
4,2399,,,26.66521453857422,,
4,2449,,,26.204843521118164,,
4,2499,,,27.713504791259766,,
4,2549,,,26.406291961669922,,
4,2599,,,24.933349609375,,
4,2634,,,,26.464181900024414,26.464181900024414
5,2649,,,24.050594329833984,,
5,2699,,,21.06538963317871,,
5,2749,,,23.82880401611328,,
5,2799,,,21.051712036132812,,
5,2849,,,22.52914810180664,,
5,2899,,,22.247560501098633,,
5,2949,,,20.069217681884766,,
5,2999,,,22.414249420166016,,
5,3049,,,23.41777801513672,,
5,3099,,,26.317752838134766,,
5,3149,,,21.167057037353516,,
5,3161,,,,24.83148193359375,24.83148193359375
6,3199,,,21.1926212310791,,
6,3249,,,24.534957885742188,,
6,3299,,,26.505306243896484,,
6,3349,,,22.419700622558594,,
6,3399,,,23.426387786865234,,
6,3449,,,25.992834091186523,,
6,3499,,,21.214031219482422,,
6,3549,,,22.37571907043457,,
6,3599,,,25.505645751953125,,
6,3649,,,24.460838317871094,,
6,3688,,,,22.599895477294922,22.599895477294922
7,3699,,,21.334487915039062,,
7,3749,,,21.218608856201172,,
7,3799,,,23.992341995239258,,
7,3849,,,21.67824935913086,,
7,3899,,,24.031030654907227,,
7,3949,,,20.860336303710938,,
7,3999,,,24.022403717041016,,
7,4049,,,17.70807647705078,,
7,4099,,,24.570693969726562,,
7,4149,,,24.33596420288086,,
7,4199,,,24.212369918823242,,
7,4215,,,,23.008724212646484,23.008724212646484
8,4249,,,22.203983306884766,,
8,4299,,,21.20591926574707,,
8,4349,,,19.814451217651367,,
8,4399,,,21.87380599975586,,
8,4449,,,21.618627548217773,,
8,4499,,,21.90863800048828,,
8,4549,,,20.932762145996094,,
8,4599,,,24.447168350219727,,
8,4649,,,26.162546157836914,,
8,4699,,,21.63117218017578,,
8,4742,,,,22.77484893798828,22.77484893798828
9,4749,,,22.28160285949707,,
9,4799,,,20.56550407409668,,
