epoch,step,test_mse,test_mse_Temperature,train_mse,val_mse,val_mse_Temperature
0,49,,,216.61500549316406,,
0,99,,,65.19136047363281,,
0,149,,,45.72265625,,
0,199,,,41.47043228149414,,
0,249,,,40.012977600097656,,
0,299,,,39.04346466064453,,
0,349,,,37.08367919921875,,
0,399,,,31.520401000976562,,
0,449,,,46.497554779052734,,
0,499,,,37.06028366088867,,
0,526,,,,36.206398010253906,36.206398010253906
1,549,,,35.37211608886719,,
1,599,,,41.155921936035156,,
1,649,,,39.647674560546875,,
1,699,,,35.82909393310547,,
1,749,,,31.49446678161621,,
1,799,,,33.292457580566406,,
1,849,,,33.74352264404297,,
1,899,,,37.305938720703125,,
1,949,,,27.390941619873047,,
1,999,,,36.15619659423828,,
1,1049,,,29.54781150817871,,
1,1053,,,,28.992382049560547,28.992382049560547
2,1099,,,33.13520812988281,,
2,1149,,,33.38416290283203,,
2,1199,,,31.287866592407227,,
2,1249,,,28.31612205505371,,
2,1299,,,27.496776580810547,,
2,1349,,,28.261550903320312,,
2,1399,,,34.035064697265625,,
2,1449,,,31.80233383178711,,
2,1499,,,31.058975219726562,,
2,1549,,,25.90628433227539,,
2,1580,,,,27.919410705566406,27.919410705566406
3,1599,,,31.34903335571289,,
3,1649,,,28.758861541748047,,
3,1699,,,25.465866088867188,,
3,1749,,,31.60464096069336,,
3,1799,,,26.324234008789062,,
3,1849,,,32.63167953491211,,
3,1899,,,32.74680709838867,,
3,1949,,,26.29711151123047,,
3,1999,,,27.890602111816406,,
3,2049,,,30.516040802001953,,
3,2099,,,22.75264549255371,,
3,2107,,,,27.34773826599121,27.34773826599121
4,2149,,,26.846473693847656,,
4,2199,,,25.664546966552734,,
4,2249,,,26.94017791748047,,
4,2299,,,29.66309356689453,,
4,2349,,,29.09288215637207,,
4,2399,,,29.05219078063965,,
4,2449,,,28.015609741210938,,
4,2499,,,31.10431480407715,,
4,2549,,,28.171384811401367,,
4,2599,,,26.405698776245117,,
4,2634,,,,25.87657928466797,25.87657928466797
5,2649,,,25.020845413208008,,
5,2699,,,22.10088348388672,,
5,2749,,,24.84810447692871,,
5,2799,,,23.083480834960938,,
5,2849,,,25.90784454345703,,
5,2899,,,24.03953742980957,,
5,2949,,,22.6862735748291,,
5,2999,,,24.708209991455078,,
5,3049,,,24.895488739013672,,
5,3099,,,27.46340560913086,,
5,3149,,,23.70471954345703,,
5,3161,,,,25.427921295166016,25.427921295166016
6,3199,,,22.252782821655273,,
6,3249,,,24.56121826171875,,
6,3299,,,27.998321533203125,,
6,3349,,,24.372934341430664,,
6,3399,,,23.636157989501953,,
6,3449,,,28.86231231689453,,
6,3499,,,23.941272735595703,,
6,3549,,,22.32326889038086,,
6,3599,,,28.235862731933594,,
6,3649,,,26.642662048339844,,
6,3688,,,,25.174922943115234,25.174922943115234
7,3699,,,23.896957397460938,,
7,3749,,,22.42599105834961,,
7,3799,,,26.16797637939453,,
7,3849,,,22.945877075195312,,
7,3899,,,24.278884887695312,,
7,3949,,,23.510835647583008,,
7,3999,,,25.74333953857422,,
7,4049,,,19.406978607177734,,
7,4099,,,26.925264358520508,,
7,4149,,,22.90436553955078,,
7,4199,,,26.814411163330078,,
7,4215,,,,23.77741241455078,23.77741241455078
8,4249,,,22.81610679626465,,
8,4299,,,22.619705200195312,,
8,4349,,,19.47743797302246,,
8,4399,,,23.97249412536621,,
8,4449,,,22.277816772460938,,
8,4499,,,24.576980590820312,,
8,4549,,,22.30083656311035,,
8,4599,,,23.70145034790039,,
8,4649,,,24.87923812866211,,
8,4699,,,21.796483993530273,,
8,4742,,,,23.62565040588379,23.62565040588379
9,4749,,,22.491880416870117,,
9,4799,,,21.41181755065918,,
9,4849,,,26.282228469848633,,
9,4899,,,19.915454864501953,,
9,4949,,,19.80035400390625,,
9,4999,,,24.157859802246094,,
9,5049,,,23.471529006958008,,
9,5099,,,23.597248077392578,,
9,5149,,,20.635967254638672,,
9,5199,,,22.531251907348633,,
9,5249,,,24.031234741210938,,
9,5269,,,,22.695627212524414,22.695627212524414
