epoch,step,test_mae,test_mae_Temperature,train_mae,val_mae,val_mae_Temperature
0,49,,,4.943363189697266,,
0,99,,,3.888516902923584,,
0,149,,,4.213254451751709,,
0,199,,,3.710270881652832,,
0,249,,,3.5570778846740723,,
0,299,,,3.5317745208740234,,
0,349,,,3.568211317062378,,
0,399,,,3.8131790161132812,,
0,449,,,3.67160701751709,,
0,499,,,3.249272346496582,,
0,514,,,,4.008699893951416,4.008699893951416
1,549,,,3.5083189010620117,,
1,599,,,3.4310109615325928,,
1,649,,,3.4290108680725098,,
1,699,,,3.497835159301758,,
1,749,,,3.2611937522888184,,
1,799,,,3.5427350997924805,,
1,849,,,3.441258430480957,,
1,899,,,3.7209854125976562,,
1,949,,,3.2018980979919434,,
1,999,,,3.083813190460205,,
1,1029,,,,7.489794731140137,7.489794731140137
2,1049,,,3.371415853500366,,
2,1099,,,3.5059728622436523,,
2,1149,,,2.8239808082580566,,
2,1199,,,2.891785144805908,,
2,1249,,,3.2433419227600098,,
2,1299,,,3.4609837532043457,,
2,1349,,,3.223247766494751,,
2,1399,,,2.809206008911133,,
2,1449,,,3.190858840942383,,
2,1499,,,3.0868849754333496,,
2,1544,,,,5.175416946411133,5.175416946411133
3,1549,,,4.019109725952148,,
3,1599,,,3.167843818664551,,
3,1649,,,3.2035107612609863,,
3,1699,,,3.001905918121338,,
3,1749,,,3.2800023555755615,,
3,1799,,,3.1420161724090576,,
3,1849,,,3.0973291397094727,,
3,1899,,,2.8555593490600586,,
3,1949,,,3.1059341430664062,,
3,1999,,,3.1711537837982178,,
3,2049,,,2.9535791873931885,,
3,2059,,,,28.676910400390625,28.676910400390625
4,2099,,,3.222381353378296,,
4,2149,,,3.2281832695007324,,
4,2199,,,3.170454502105713,,
4,2249,,,2.5612053871154785,,
4,2299,,,2.9205331802368164,,
4,2349,,,2.722722291946411,,
4,2399,,,3.068636894226074,,
4,2449,,,3.109323501586914,,
4,2499,,,2.971684455871582,,
4,2549,,,2.7593302726745605,,
4,2574,,,,3.8016769886016846,3.8016769886016846
5,2599,,,2.7823781967163086,,
5,2649,,,3.1837525367736816,,
5,2699,,,2.4731569290161133,,
5,2749,,,2.943779468536377,,
5,2799,,,2.7303829193115234,,
5,2849,,,2.959010124206543,,
5,2899,,,2.9417214393615723,,
5,2949,,,2.8768787384033203,,
5,2999,,,2.938884735107422,,
5,3049,,,3.558168888092041,,
5,3089,,,,5.68637228012085,5.68637228012085
6,3099,,,2.514411449432373,,
6,3149,,,2.7249975204467773,,
