epoch,step,test_mae,test_mae_Temperature,train_mae,val_mae,val_mae_Temperature
0,49,,,5.460909366607666,,
0,99,,,4.960689544677734,,
0,149,,,5.172056198120117,,
0,199,,,4.7683563232421875,,
0,249,,,4.562582015991211,,
0,299,,,4.503552436828613,,
0,349,,,4.422821044921875,,
0,399,,,3.831441879272461,,
0,449,,,4.926305294036865,,
0,499,,,4.244690895080566,,
0,526,,,,4.263732433319092,4.263732433319092
1,549,,,4.40046501159668,,
1,599,,,4.680454254150391,,
1,649,,,4.693202972412109,,
1,699,,,4.411629676818848,,
1,749,,,4.193999290466309,,
1,799,,,4.466381072998047,,
1,849,,,4.354852676391602,,
1,899,,,4.65814733505249,,
1,949,,,3.96555757522583,,
1,999,,,4.694068431854248,,
1,1049,,,4.064923286437988,,
1,1053,,,,4.090197563171387,4.090197563171387
2,1099,,,4.444626331329346,,
2,1149,,,4.407104969024658,,
2,1199,,,4.367270469665527,,
2,1249,,,4.04378080368042,,
2,1299,,,3.9673566818237305,,
2,1349,,,4.028668403625488,,
2,1399,,,4.526033401489258,,
2,1449,,,4.449023246765137,,
2,1499,,,4.2181854248046875,,
2,1549,,,3.8921139240264893,,
2,1580,,,,4.000575065612793,4.000575065612793
3,1599,,,4.3473968505859375,,
3,1649,,,4.128779411315918,,
3,1699,,,3.9061038494110107,,
3,1749,,,4.308701038360596,,
3,1799,,,3.9679465293884277,,
3,1849,,,4.394579887390137,,
3,1899,,,4.375775337219238,,
3,1949,,,3.9957029819488525,,
3,1999,,,3.820585250854492,,
3,2049,,,4.101037979125977,,
3,2099,,,3.6175341606140137,,
3,2107,,,,3.945552349090576,3.945552349090576
4,2149,,,4.030820846557617,,
4,2199,,,3.9275355339050293,,
4,2249,,,3.8511481285095215,,
4,2299,,,4.07918643951416,,
4,2349,,,4.0814714431762695,,
4,2399,,,3.9713709354400635,,
4,2449,,,3.829779624938965,,
4,2499,,,4.122379302978516,,
4,2549,,,4.1002326011657715,,
4,2599,,,3.9586732387542725,,
4,2634,,,,3.982405185699463,3.982405185699463
5,2649,,,3.8267931938171387,,
5,2699,,,3.3789548873901367,,
5,2749,,,3.9068500995635986,,
5,2799,,,3.6278271675109863,,
5,2849,,,3.8743278980255127,,
5,2899,,,3.5257630348205566,,
5,2949,,,3.4791159629821777,,
5,2999,,,3.5203356742858887,,
5,3049,,,3.738774061203003,,
5,3099,,,3.972609519958496,,
5,3149,,,3.5449795722961426,,
5,3161,,,,3.760040521621704,3.760040521621704
6,3199,,,3.453562021255493,,
6,3249,,,3.7789359092712402,,
6,3299,,,3.9976577758789062,,
6,3349,,,3.703270435333252,,
6,3399,,,3.507152557373047,,
6,3449,,,4.103049278259277,,
6,3499,,,3.3935351371765137,,
6,3549,,,3.3704330921173096,,
6,3599,,,3.8405981063842773,,
6,3649,,,3.802354335784912,,
6,3688,,,,3.68102765083313,3.68102765083313
7,3699,,,3.635368824005127,,
7,3749,,,3.44549822807312,,
7,3799,,,3.8029279708862305,,
7,3849,,,3.4988110065460205,,
7,3899,,,3.777501106262207,,
7,3949,,,3.5866994857788086,,
7,3999,,,3.765108823776245,,
7,4049,,,3.2572643756866455,,
7,4099,,,3.7511134147644043,,
7,4149,,,3.579005241394043,,
7,4199,,,3.680199384689331,,
7,4215,,,,3.7171640396118164,3.7171640396118164
8,4249,,,3.767242908477783,,
8,4299,,,3.4741573333740234,,
8,4349,,,3.2502799034118652,,
8,4399,,,3.6120238304138184,,
8,4449,,,3.354546546936035,,
8,4499,,,3.4686944484710693,,
8,4549,,,3.3971304893493652,,
8,4599,,,3.7420272827148438,,
8,4649,,,3.8041224479675293,,
8,4699,,,3.570824146270752,,
8,4742,,,,3.653386354446411,3.653386354446411
9,4749,,,3.57014799118042,,
9,4799,,,3.324894428253174,,
9,4849,,,3.838460922241211,,
9,4899,,,3.338325023651123,,
9,4949,,,3.2782106399536133,,
9,4999,,,3.6140270233154297,,
9,5049,,,3.5707168579101562,,
9,5099,,,3.6133971214294434,,
9,5149,,,3.359729051589966,,
9,5199,,,3.616245746612549,,
9,5249,,,3.5519227981567383,,
9,5269,,,,3.581653594970703,3.581653594970703
10,5299,,,3.711182117462158,,
10,5349,,,3.2184700965881348,,
10,5399,,,3.647463798522949,,
10,5449,,,3.659198760986328,,
10,5499,,,3.550206422805786,,
10,5549,,,3.489011764526367,,
10,5599,,,3.722179651260376,,
10,5649,,,3.431002140045166,,
10,5699,,,3.901775360107422,,
10,5749,,,3.5165672302246094,,
10,5796,,,,3.7170259952545166,3.7170259952545166
11,5799,,,3.3997511863708496,,
11,5849,,,3.309910297393799,,
11,5899,,,3.598389148712158,,
11,5949,,,3.422870635986328,,
11,5999,,,3.411273717880249,,
11,6049,,,3.6949472427368164,,
11,6099,,,3.534147024154663,,
11,6149,,,3.744652032852173,,
11,6199,,,3.498555898666382,,
11,6249,,,3.394279956817627,,
11,6299,,,3.545437812805176,,
11,6323,,,,3.686922550201416,3.686922550201416
12,6349,,,3.425900936126709,,
12,6399,,,3.4439597129821777,,
12,6449,,,3.6591129302978516,,
12,6499,,,3.8354837894439697,,
12,6549,,,3.4535679817199707,,
12,6599,,,3.3778233528137207,,
12,6649,,,3.476564884185791,,
12,6699,,,3.420927047729492,,
12,6749,,,3.6547369956970215,,
12,6799,,,3.6989026069641113,,
12,6849,,,3.4124200344085693,,
12,6850,,,,3.5987274646759033,3.5987274646759033
13,6899,,,3.453950881958008,,
13,6949,,,3.761287212371826,,
13,6999,,,3.3788411617279053,,
13,7049,,,3.5934643745422363,,
13,7099,,,3.695798397064209,,
13,7149,,,3.4177279472351074,,
13,7199,,,3.5391523838043213,,
13,7249,,,3.855286121368408,,
13,7299,,,3.671816349029541,,
13,7349,,,3.4250667095184326,,
13,7377,,,,3.4880597591400146,3.4880597591400146
14,7399,,,3.1391780376434326,,
14,7449,,,3.6290056705474854,,
14,7499,,,3.45322847366333,,
14,7549,,,3.5847866535186768,,
14,7599,,,3.5979557037353516,,
14,7649,,,3.4810657501220703,,
14,7699,,,3.388176441192627,,
14,7749,,,3.3537373542785645,,
14,7799,,,3.3828225135803223,,
14,7849,,,3.2302157878875732,,
14,7899,,,3.4353952407836914,,
14,7904,,,,3.7220516204833984,3.7220516204833984
15,7949,,,3.5394279956817627,,
15,7999,,,3.2601370811462402,,
15,8049,,,3.556309938430786,,
15,8099,,,3.4620916843414307,,
15,8149,,,3.06693696975708,,
15,8199,,,3.3222248554229736,,
15,8249,,,3.2508089542388916,,
15,8299,,,3.522505760192871,,
15,8349,,,3.8921051025390625,,
15,8399,,,3.466057300567627,,
15,8431,,,,3.6030075550079346,3.6030075550079346
16,8449,,,3.2441182136535645,,
16,8499,,,3.245579242706299,,
16,8549,,,3.3816957473754883,,
16,8599,,,3.194913625717163,,
16,8649,,,3.473508358001709,,
16,8699,,,3.4930291175842285,,
16,8749,,,3.3763904571533203,,
16,8799,,,3.3862791061401367,,
16,8849,,,3.766956329345703,,
16,8899,,,3.4210004806518555,,
16,8949,,,3.2290773391723633,,
16,8958,,,,3.6480369567871094,3.6480369567871094
17,8999,,,3.4062767028808594,,
17,9049,,,3.391201972961426,,
17,9099,,,3.4084129333496094,,
17,9149,,,3.3762073516845703,,
17,9199,,,3.36037015914917,,
17,9249,,,3.6274757385253906,,
17,9299,,,3.234889030456543,,
17,9349,,,3.3686325550079346,,
17,9399,,,3.7438082695007324,,
17,9449,,,3.2397818565368652,,
17,9485,,,,3.507594585418701,3.507594585418701
18,9499,,,3.290891647338867,,
18,9549,,,3.092133045196533,,
18,9599,,,3.978259325027466,,
18,9649,,,3.53621768951416,,
18,9699,,,3.4541141986846924,,
18,9749,,,3.4270682334899902,,
18,9799,,,3.491445541381836,,
18,9849,,,3.278954029083252,,
18,9899,,,3.2557120323181152,,
18,9949,,,3.6728999614715576,,
18,9999,,,3.069629430770874,,
18,10012,,,,3.4302408695220947,3.4302408695220947
19,10049,,,3.2323970794677734,,
19,10099,,,3.4521851539611816,,
19,10149,,,3.478304624557495,,
19,10199,,,3.1976513862609863,,
19,10249,,,3.429490566253662,,
19,10299,,,3.400627613067627,,
19,10349,,,3.727851152420044,,
19,10399,,,3.4791624546051025,,
19,10449,,,3.414914131164551,,
19,10499,,,3.6227030754089355,,
19,10539,,,,3.6952061653137207,3.6952061653137207
20,10540,3.526339292526245,3.526339292526245,,,
